,Création,Identifier,adress,raisonSociale,madalite,matriculeFiscale,ID,email,ID facture
564,2020-05-19T21:28:45.599Z,1400029780000,Rue de la Teinturerie Z.I.Sidi Rezig Megrine,Propha Sud,,522478P/P/M/000,190300,,164276473000
565,2021-05-24T11:37:30.820Z,1696462251000,"515, IBN KHALDOUN ,ETTADHAMEN 2094",UNIVERSPARA,,1683694 X/N/C 000,188800,,164276473000
566,2020-05-19T21:28:35.365Z,136522309000,"Avenue Majida Boulila, SFAX JADIDA 3027",SOPROPHA SFAX,,004018D/P/M 000,189950,,164276473000
567,2021-02-23T11:32:34.558Z,122048065000,Route National 7  Manouba,COTUPHA,,0000379 K/P/M 000,188550,,164276473000
568,2020-10-16T11:55:57.800Z,1789596924000,"Avenue El Farabi, Dar Chaabane El Fehri, Nabeul",Galien,,1282400 L/A/M 000,190250,,164276473000
569,2020-11-16T16:03:14.669Z,1066369071000,"Route Menzel Chaker,Sfax 3002",AvenirPharma,,1232662/F/P/M 000,189650,,164276473000
570,2020-05-19T21:28:36.502Z,-1435038581000,Rue de l'environnement 3005 Kairouan,Medika Kairouan,,022440/R/P/M000,189900,,164276473000
571,2020-05-19T21:28:40Z,640183404000,"Route Gremda Km 4, Sfax3062",OMNIPARA,,1297689/X/A/M000,188700,,164276473000
572,2020-05-19T21:28:35.923Z,-1472106120000,"Zone Industrielle route de Tunis, 3180 Kairouan",Distrimed,,989014/Y/P/M000,189150,,164276473000
573,2020-05-19T21:28:41.616Z,470735211000,"Avenue Khalifa Karoui, 4005 sousse",Avicenne,,816959 J/A/M 000,190200,,164276473000
574,2020-10-16T11:55:57.800Z,1789596924000,"Avenue El Farabi, Dar Chaabane El Fehri, Nabeul",Galien,,1282400 L/A/M 000,190250,,164276473000
575,2021-02-23T11:34:44.446Z,251012358000,7 Rue El Aghaliba le Bardo 2000,MEDIGROS,,1350558 Q/P/M 000,189050,,164276473000
576,2021-03-01T15:03:07.507Z,1568290586000,5 RUE DES ENTREPRENEURS CHARGUIA TUNIS,COGEPHA,,0040624A/P/M/000,189500,,164276473000
577,2020-10-16T14:03:12.048Z,-1152597577000,"Rue Mohamed Eddorra 8062 Nabeul, Tunisie",Cabdephar para,,1495767 Y/A/M 000,188900,,164276473000
578,2021-02-23T11:32:34.558Z,122048065000,Route National 7  Manouba,COTUPHA,,0000379 K/P/M 000,188550,,164276473000
579,2020-05-19T21:28:35.365Z,136522309000,"Avenue Majida Boulila, SFAX JADIDA 3027",SOPROPHA SFAX,,004018D/P/M 000,189950,,164276473000
580,2020-10-16T14:03:12.048Z,-1152597577000,"Rue Mohamed Eddorra 8062 Nabeul, Tunisie",Cabdephar para,,1495767 Y/A/M 000,188900,,164276473000
581,2020-05-19T21:28:46.099Z,1412711657000,Route Menzel Chaker km 1.5 3042 Sfax,PROD PHARMA,,1384284 R/M 0000,188100,,164276473000
582,2020-05-19T21:28:39.442Z,-974929565000,Rue de baghdad Msaken,CM3P,,1358957M/M/P 000,189700,,164276473000
583,2020-05-19T21:28:37.291Z,1999346856000,Zone Industrielle Messadine ,SGRD,,0764441 T/A/M000,189300,,164276473000
584,2020-05-19T21:28:38.349Z,-1270355449000,Zone Industrielle Monastir 5000,Tunisie Medicaments,,1314202 J/P/M 000,188450,,164276473000
585,2020-05-19T21:28:40Z,640183404000,"Route Gremda Km 4, Sfax3062",OMNIPARA,,1297689/X/A/M000,188700,,164276473000
586,2020-05-19T21:28:43.559Z,-956424005000,"Avenue Fes citÃ© des jeunes, 3100 Kairouan",medicament Okba,,22493/F/P/M 000,189400,,164276473000
587,2020-05-19T21:28:41.616Z,470735211000,"Avenue Khalifa Karoui, 4005 sousse",Avicenne,,816959 J/A/M 000,190200,,164276473000
588,2021-06-14T08:00:33.145Z,103995783000,"001, du Fer Z I , Sidi Daoued 2046",DISTRI-MED PARA,,1706708L/B/M000,189200,,164276473000
589,2020-05-19T21:28:36.502Z,-1435038581000,Rue de l'environnement 3005 Kairouan,Medika Kairouan,,022440/R/P/M000,189900,,164276473000
590,2020-10-16T11:55:57.800Z,1789596924000,"Avenue El Farabi, Dar Chaabane El Fehri, Nabeul",Galien,,1282400 L/A/M 000,190250,,164276473000
591,2020-05-19T21:28:35.365Z,136522309000,"Avenue Majida Boulila, SFAX JADIDA 3027",SOPROPHA SFAX,,004018D/P/M 000,189950,,164276473000
592,2020-10-16T11:16:32.559Z,-1136420608000,Rue De Theatre CitÃ© A Lido 8075 Dar Chaabane Fehri-Nabeul,COPHADIS,,1487744 T/P/M 000,190450,,164276473000
593,2021-06-16T13:59:29.076Z,804438348000,ROUTE OUESLATIA KAIROUAN,PROPHARMA CENTRE,,0123719/Q,190400,,164276473000
594,2020-10-16T14:03:12.048Z,-1152597577000,"Rue Mohamed Eddorra 8062 Nabeul, Tunisie",Cabdephar para,,1495767 Y/A/M 000,188900,,164276473000
595,2021-02-23T11:32:34.558Z,122048065000,Route National 7  Manouba,COTUPHA,,0000379 K/P/M 000,188550,,164276473000
596,2020-05-19T21:28:41.616Z,470735211000,"Avenue Khalifa Karoui, 4005 sousse",Avicenne,,816959 J/A/M 000,190200,,164276473000
597,2020-05-19T21:28:40Z,640183404000,"Route Gremda Km 4, Sfax3062",OMNIPARA,,1297689/X/A/M000,188700,,164276473000
598,2020-10-16T14:03:12.048Z,-1152597577000,"Rue Mohamed Eddorra 8062 Nabeul, Tunisie",Cabdephar para,,1495767 Y/A/M 000,188900,,164276473000
599,2020-05-19T21:28:38.349Z,-1270355449000,Zone Industrielle Monastir 5000,Tunisie Medicaments,,1314202 J/P/M 000,188450,,164276473000
600,2020-11-16T16:03:14.669Z,1066369071000,"Route Menzel Chaker,Sfax 3002",AvenirPharma,,1232662/F/P/M 000,189650,,164276473000
601,2020-10-01T15:01:22.422Z,38058271000,AV.Farhat Hached GABES,Kipropha,,649492 K P M 000,189750,,164276473000
602,2020-05-19T21:28:35.365Z,136522309000,"Avenue Majida Boulila, SFAX JADIDA 3027",SOPROPHA SFAX,,004018D/P/M 000,189950,,164276473000
603,2020-05-19T21:28:43.559Z,-956424005000,"Avenue Fes citÃ© des jeunes, 3100 Kairouan",medicament Okba,,22493/F/P/M 000,189400,,164276473000
604,2021-02-23T11:34:44.446Z,251012358000,7 Rue El Aghaliba le Bardo 2000,MEDIGROS,,1350558 Q/P/M 000,189050,,164276473000
605,2020-05-19T21:28:42.937Z,2046904892000,Safia Farhat Sahloul 4054,SM PHARMA,,1617566 T/P/M 000,188750,,164276473000
606,2020-05-19T21:28:37.291Z,1999346856000,Zone Industrielle Messadine ,SGRD,,0764441 T/A/M000,189300,,164276473000
607,2020-05-19T21:28:41.110Z,-1559275575000,Route de Khenis Zone Industrielle,Ruspina Pharma,,1335358 V/P/M 000,189000,,164276473000
608,2021-03-03T20:27:31.739Z,1840849096000,17 rue abou hayen Ettaouihidi El Manzeh 4- 1004 Tunis,karray produits pharmaceutiques,,0995689 B/A/M 000,189250,,164276473000
609,2020-05-19T21:28:36.502Z,-1435038581000,Rue de l'environnement 3005 Kairouan,Medika Kairouan,,022440/R/P/M000,189900,,164276473000
610,2021-06-14T08:00:33.145Z,103995783000,"001, du Fer Z I , Sidi Daoued 2046",DISTRI-MED PARA,,1706708L/B/M000,189200,,164276473000
611,2020-05-19T21:28:35.365Z,136522309000,"Avenue Majida Boulila, SFAX JADIDA 3027",SOPROPHA SFAX,,004018D/P/M 000,189950,,164276473000
612,2020-05-19T21:28:40Z,640183404000,"Route Gremda Km 4, Sfax3062",OMNIPARA,,1297689/X/A/M000,188700,,164276473000
613,2020-10-16T11:16:32.559Z,-1136420608000,Rue De Theatre CitÃ© A Lido 8075 Dar Chaabane Fehri-Nabeul,COPHADIS,,1487744 T/P/M 000,190450,,164276473000
614,2020-05-19T21:28:34.271Z,-919890435000,Avenue Ali Balhouene Mahdia,Copharma,,0584128 F/P/M000,190350,,164276473000
615,2021-02-23T11:32:34.558Z,122048065000,Route National 7  Manouba,COTUPHA,,0000379 K/P/M 000,188550,,164276473000
616,2020-10-16T11:55:57.800Z,1789596924000,"Avenue El Farabi, Dar Chaabane El Fehri, Nabeul",Galien,,1282400 L/A/M 000,190250,,164276473000
617,2021-03-01T15:03:07.507Z,1568290586000,5 RUE DES ENTREPRENEURS CHARGUIA TUNIS,COGEPHA,,0040624A/P/M/000,189500,,164276473000
618,2020-05-19T21:28:46.099Z,1412711657000,Route Menzel Chaker km 1.5 3042 Sfax,PROD PHARMA,,1384284 R/M 0000,188100,,164276473000
619,2020-05-19T21:28:35.365Z,136522309000,"Avenue Majida Boulila, SFAX JADIDA 3027",SOPROPHA SFAX,,004018D/P/M 000,189950,,164276473000
620,2020-10-16T14:03:12.048Z,-1152597577000,"Rue Mohamed Eddorra 8062 Nabeul, Tunisie",Cabdephar para,,1495767 Y/A/M 000,188900,,164276473000
621,2020-05-19T21:28:41.616Z,470735211000,"Avenue Khalifa Karoui, 4005 sousse",Avicenne,,816959 J/A/M 000,190200,,164276473000
622,2021-01-10T12:39:49.100Z,1414063469000,109 Avenue farhat hached sfax 30000,pharmacie drira,,1330215HBC000,188650,,164276473000
623,2020-05-19T21:28:37.291Z,1999346856000,Zone Industrielle Messadine ,SGRD,,0764441 T/A/M000,189300,,164276473000
624,2021-02-23T11:32:34.558Z,122048065000,Route National 7  Manouba,COTUPHA,,0000379 K/P/M 000,188550,,164276473000
625,2020-05-19T21:28:45.599Z,1400029780000,Rue de la Teinturerie Z.I.Sidi Rezig Megrine,Propha Sud,,522478P/P/M/000,190300,,164276473000
626,2020-10-16T11:16:32.559Z,-1136420608000,Rue De Theatre CitÃ© A Lido 8075 Dar Chaabane Fehri-Nabeul,COPHADIS,,1487744 T/P/M 000,190450,,164276473000
627,2020-05-19T21:28:36.502Z,-1435038581000,Rue de l'environnement 3005 Kairouan,Medika Kairouan,,022440/R/P/M000,189900,,164276473000
628,2021-06-14T08:00:33.145Z,103995783000,"001, du Fer Z I , Sidi Daoued 2046",DISTRI-MED PARA,,1706708L/B/M000,189200,,164276473000
629,2020-05-19T21:28:41.616Z,470735211000,"Avenue Khalifa Karoui, 4005 sousse",Avicenne,,816959 J/A/M 000,190200,,164276473000
630,2020-05-19T21:28:34.271Z,-919890435000,Avenue Ali Balhouene Mahdia,Copharma,,0584128 F/P/M000,190350,,164276473000
631,2021-03-01T15:03:07.507Z,1568290586000,5 RUE DES ENTREPRENEURS CHARGUIA TUNIS,COGEPHA,,0040624A/P/M/000,189500,,164276473000
632,2020-05-19T21:28:40Z,640183404000,"Route Gremda Km 4, Sfax3062",OMNIPARA,,1297689/X/A/M000,188700,,164276473000
633,2020-11-16T16:03:14.669Z,1066369071000,"Route Menzel Chaker,Sfax 3002",AvenirPharma,,1232662/F/P/M 000,189650,,164276473000
634,2020-10-16T14:03:12.048Z,-1152597577000,"Rue Mohamed Eddorra 8062 Nabeul, Tunisie",Cabdephar para,,1495767 Y/A/M 000,188900,,164276473000
635,2021-02-23T11:32:34.558Z,122048065000,Route National 7  Manouba,COTUPHA,,0000379 K/P/M 000,188550,,164276473000
636,2020-05-19T21:28:37.291Z,1999346856000,Zone Industrielle Messadine ,SGRD,,0764441 T/A/M000,189300,,164276473000
637,2020-10-01T15:01:22.422Z,38058271000,AV.Farhat Hached GABES,Kipropha,,649492 K P M 000,189750,,164276473000
638,2021-04-26T14:48:47.943Z,132376320000,Sousse 42 Rue 18 Janvier 1952,SOTUPHA,,23346Z,188500,,164276473000
639,2020-05-19T21:28:35.365Z,136522309000,"Avenue Majida Boulila, SFAX JADIDA 3027",SOPROPHA SFAX,,004018D/P/M 000,189950,,164276473000
640,2020-05-19T21:28:38.349Z,-1270355449000,Zone Industrielle Monastir 5000,Tunisie Medicaments,,1314202 J/P/M 000,188450,,164276473000
641,2020-05-19T21:28:42.937Z,2046904892000,Safia Farhat Sahloul 4054,SM PHARMA,,1617566 T/P/M 000,188750,,164276473000
642,2020-05-19T21:28:41.616Z,470735211000,"Avenue Khalifa Karoui, 4005 sousse",Avicenne,,816959 J/A/M 000,190200,,164276473000
643,2020-05-19T21:28:38.349Z,-1270355449000,Zone Industrielle Monastir 5000,Tunisie Medicaments,,1314202 J/P/M 000,188450,,164276473000
644,2021-02-23T11:32:34.558Z,122048065000,Route National 7  Manouba,COTUPHA,,0000379 K/P/M 000,188550,,164276473000
645,2020-10-16T14:03:12.048Z,-1152597577000,"Rue Mohamed Eddorra 8062 Nabeul, Tunisie",Cabdephar para,,1495767 Y/A/M 000,188900,,164276473000
646,2021-02-23T11:34:44.446Z,251012358000,7 Rue El Aghaliba le Bardo 2000,MEDIGROS,,1350558 Q/P/M 000,189050,,164276473000
647,2020-05-19T21:28:36.502Z,-1435038581000,Rue de l'environnement 3005 Kairouan,Medika Kairouan,,022440/R/P/M000,189900,,164276473000
648,2020-11-16T16:03:14.669Z,1066369071000,"Route Menzel Chaker,Sfax 3002",AvenirPharma,,1232662/F/P/M 000,189650,,164276473000
649,2020-05-19T21:28:40Z,640183404000,"Route Gremda Km 4, Sfax3062",OMNIPARA,,1297689/X/A/M000,188700,,164276473000
650,2020-05-19T21:28:41.616Z,470735211000,"Avenue Khalifa Karoui, 4005 sousse",Avicenne,,816959 J/A/M 000,190200,,164276473000
651,2020-10-16T11:55:57.800Z,1789596924000,"Avenue El Farabi, Dar Chaabane El Fehri, Nabeul",Galien,,1282400 L/A/M 000,190250,,164276473000
652,2020-05-19T21:28:41.616Z,470735211000,"Avenue Khalifa Karoui, 4005 sousse",Avicenne,,816959 J/A/M 000,190200,,164276473000
653,2020-05-19T21:28:37.291Z,1999346856000,Zone Industrielle Messadine ,SGRD,,0764441 T/A/M000,189300,,164276473000
654,2020-05-19T21:28:35.365Z,136522309000,"Avenue Majida Boulila, SFAX JADIDA 3027",SOPROPHA SFAX,,004018D/P/M 000,189950,,164276473000
655,2021-06-14T08:00:33.145Z,103995783000,"001, du Fer Z I , Sidi Daoued 2046",DISTRI-MED PARA,,1706708L/B/M000,189200,,164276473000
656,2020-05-19T21:28:43.559Z,-956424005000,"Avenue Fes citÃ© des jeunes, 3100 Kairouan",medicament Okba,,22493/F/P/M 000,189400,,164276473000
657,2020-10-16T14:03:12.048Z,-1152597577000,"Rue Mohamed Eddorra 8062 Nabeul, Tunisie",Cabdephar para,,1495767 Y/A/M 000,188900,,164276473000
658,2020-05-19T21:28:42.937Z,2046904892000,Safia Farhat Sahloul 4054,SM PHARMA,,1617566 T/P/M 000,188750,,164276473000
659,2020-05-19T21:28:35.365Z,136522309000,"Avenue Majida Boulila, SFAX JADIDA 3027",SOPROPHA SFAX,,004018D/P/M 000,189950,,164276473000
660,2020-05-19T21:28:46.099Z,1412711657000,Route Menzel Chaker km 1.5 3042 Sfax,PROD PHARMA,,1384284 R/M 0000,188100,,164276473000
661,2020-05-19T21:28:41.110Z,-1559275575000,Route de Khenis Zone Industrielle,Ruspina Pharma,,1335358 V/P/M 000,189000,,164276473000
662,2020-10-16T11:16:32.559Z,-1136420608000,Rue De Theatre CitÃ© A Lido 8075 Dar Chaabane Fehri-Nabeul,COPHADIS,,1487744 T/P/M 000,190450,,164276473000
663,2020-05-19T21:28:40Z,640183404000,"Route Gremda Km 4, Sfax3062",OMNIPARA,,1297689/X/A/M000,188700,,164276473000
664,2020-11-16T16:03:14.669Z,1066369071000,"Route Menzel Chaker,Sfax 3002",AvenirPharma,,1232662/F/P/M 000,189650,,164276473000
665,2020-05-19T21:28:45.599Z,1400029780000,Rue de la Teinturerie Z.I.Sidi Rezig Megrine,Propha Sud,,522478P/P/M/000,190300,,164276473000
666,2021-03-03T20:27:31.739Z,1840849096000,17 rue abou hayen Ettaouihidi El Manzeh 4- 1004 Tunis,karray produits pharmaceutiques,,0995689 B/A/M 000,189250,,164276473000
667,2021-02-23T11:34:44.446Z,251012358000,7 Rue El Aghaliba le Bardo 2000,MEDIGROS,,1350558 Q/P/M 000,189050,,164276473000
668,2020-05-19T21:28:42.382Z,-706632233000,Sousse,COPHA CENTRE,,0044892 M/P/000,189450,,164276473000
669,2020-10-16T14:03:12.048Z,-1152597577000,"Rue Mohamed Eddorra 8062 Nabeul, Tunisie",Cabdephar para,,1495767 Y/A/M 000,188900,,164276473000
670,2020-10-01T15:01:22.422Z,38058271000,AV.Farhat Hached GABES,Kipropha,,649492 K P M 000,189750,,164276473000
671,2020-10-16T11:16:32.559Z,-1136420608000,Rue De Theatre CitÃ© A Lido 8075 Dar Chaabane Fehri-Nabeul,COPHADIS,,1487744 T/P/M 000,190450,,164276473000
672,2020-05-19T21:28:43.559Z,-956424005000,"Avenue Fes citÃ© des jeunes, 3100 Kairouan",medicament Okba,,22493/F/P/M 000,189400,,164276473000
673,2020-05-19T21:28:34.271Z,-919890435000,Avenue Ali Balhouene Mahdia,Copharma,,0584128 F/P/M000,190350,,164276473000
674,2021-02-23T11:32:34.558Z,122048065000,Route National 7  Manouba,COTUPHA,,0000379 K/P/M 000,188550,,164276473000
675,2020-10-16T11:55:57.800Z,1789596924000,"Avenue El Farabi, Dar Chaabane El Fehri, Nabeul",Galien,,1282400 L/A/M 000,190250,,164276473000
676,2020-10-16T14:03:12.048Z,-1152597577000,"Rue Mohamed Eddorra 8062 Nabeul, Tunisie",Cabdephar para,,1495767 Y/A/M 000,188900,,164276473000
677,2021-03-01T15:03:07.507Z,1568290586000,5 RUE DES ENTREPRENEURS CHARGUIA TUNIS,COGEPHA,,0040624A/P/M/000,189500,,164276473000
678,2020-05-19T21:28:40Z,640183404000,"Route Gremda Km 4, Sfax3062",OMNIPARA,,1297689/X/A/M000,188700,,164276473000
679,2020-05-19T21:28:39.442Z,-974929565000,Rue de baghdad Msaken,CM3P,,1358957M/M/P 000,189700,,164276473000
680,2020-05-19T21:28:43.559Z,-956424005000,"Avenue Fes citÃ© des jeunes, 3100 Kairouan",medicament Okba,,22493/F/P/M 000,189400,,164276473000
681,2021-06-14T08:00:33.145Z,103995783000,"001, du Fer Z I , Sidi Daoued 2046",DISTRI-MED PARA,,1706708L/B/M000,189200,,164276473000
682,2020-05-19T21:28:38.349Z,-1270355449000,Zone Industrielle Monastir 5000,Tunisie Medicaments,,1314202 J/P/M 000,188450,,164276473000
683,2021-02-23T11:34:44.446Z,251012358000,7 Rue El Aghaliba le Bardo 2000,MEDIGROS,,1350558 Q/P/M 000,189050,,164276473000
684,2020-05-19T21:28:45.599Z,1400029780000,Rue de la Teinturerie Z.I.Sidi Rezig Megrine,Propha Sud,,522478P/P/M/000,190300,,164276473000
685,2021-02-23T11:32:34.558Z,122048065000,Route National 7  Manouba,COTUPHA,,0000379 K/P/M 000,188550,,164276473000
686,2020-05-19T21:28:41.616Z,470735211000,"Avenue Khalifa Karoui, 4005 sousse",Avicenne,,816959 J/A/M 000,190200,,164276473000
687,2020-05-19T21:28:36.502Z,-1435038581000,Rue de l'environnement 3005 Kairouan,Medika Kairouan,,022440/R/P/M000,189900,,164276473000
688,2020-05-19T21:28:40Z,640183404000,"Route Gremda Km 4, Sfax3062",OMNIPARA,,1297689/X/A/M000,188700,,164276473000
689,2020-11-16T16:03:14.669Z,1066369071000,"Route Menzel Chaker,Sfax 3002",AvenirPharma,,1232662/F/P/M 000,189650,,164276473000
690,2021-09-20T10:34:39.487Z,1060602232000,"ELBOSTENE,ZOUILA MAHDIA ,5100",EXCELPHARMA,,1404472/G/P/M000,188850,,164276473000
691,2020-05-19T21:28:38.866Z,-193215022000,BLV de l'environnement 5070 Ksar Helal,Sghaier pharma,,1199534 E/P/M 000,189100,,164276473000
692,2020-05-19T21:28:35.365Z,136522309000,"Avenue Majida Boulila, SFAX JADIDA 3027",SOPROPHA SFAX,,004018D/P/M 000,189950,,164276473000
693,2020-05-19T21:28:35.365Z,136522309000,"Avenue Majida Boulila, SFAX JADIDA 3027",SOPROPHA SFAX,,004018D/P/M 000,189950,,164276473000
694,2020-05-19T21:28:46.099Z,1412711657000,Route Menzel Chaker km 1.5 3042 Sfax,PROD PHARMA,,1384284 R/M 0000,188100,,164276473000
695,2020-05-19T21:28:42.937Z,2046904892000,Safia Farhat Sahloul 4054,SM PHARMA,,1617566 T/P/M 000,188750,,164276473000
696,2020-05-19T21:28:37.291Z,1999346856000,Zone Industrielle Messadine ,SGRD,,0764441 T/A/M000,189300,,164276473000
697,2020-05-19T21:28:34.271Z,-919890435000,Avenue Ali Balhouene Mahdia,Copharma,,0584128 F/P/M000,190350,,164276473000
698,2020-11-16T16:03:14.669Z,1066369071000,"Route Menzel Chaker,Sfax 3002",AvenirPharma,,1232662/F/P/M 000,189650,,164276473000
699,2021-09-23T15:21:46.059Z,-57523421000,20 Rue dâ€™Espagne Tunis,Unipharm,,2723P/P/M000,190050,,164276473000
700,2020-05-19T21:28:41.110Z,-1559275575000,Route de Khenis Zone Industrielle,Ruspina Pharma,,1335358 V/P/M 000,189000,,164276473000
701,2020-10-16T11:16:32.559Z,-1136420608000,Rue De Theatre CitÃ© A Lido 8075 Dar Chaabane Fehri-Nabeul,COPHADIS,,1487744 T/P/M 000,190450,,164276473000
702,2020-05-19T21:28:35.365Z,136522309000,"Avenue Majida Boulila, SFAX JADIDA 3027",SOPROPHA SFAX,,004018D/P/M 000,189950,,164276473000
703,2021-09-28T06:57:32.141Z,-111933638000,"Z-I 000 , Route Amdoun , BÃ©ja Nord 9000",DEPHANORD,,98598D/P/C000,188150,,164276473000
704,2021-02-23T11:34:44.446Z,251012358000,7 Rue El Aghaliba le Bardo 2000,MEDIGROS,,1350558 Q/P/M 000,189050,,164276473000
705,2021-09-28T12:11:46.375Z,-806521729000,"000, BLD Environnement Jandouba, 8100",MEDIKA JANDOUBA,,983540Q/P/M000,188300,,164276473000
706,2020-05-19T21:28:40Z,640183404000,"Route Gremda Km 4, Sfax3062",OMNIPARA,,1297689/X/A/M000,188700,,164276473000
707,2020-05-19T21:28:38.349Z,-1270355449000,Zone Industrielle Monastir 5000,Tunisie Medicaments,,1314202 J/P/M 000,188450,,164276473000
708,2020-05-19T21:28:43.559Z,-956424005000,"Avenue Fes citÃ© des jeunes, 3100 Kairouan",medicament Okba,,22493/F/P/M 000,189400,,164276473000
709,2020-05-19T21:28:43.559Z,-956424005000,"Avenue Fes citÃ© des jeunes, 3100 Kairouan",medicament Okba,,22493/F/P/M 000,189400,,164276473000
710,2020-05-19T21:28:41.616Z,470735211000,"Avenue Khalifa Karoui, 4005 sousse",Avicenne,,816959 J/A/M 000,190200,,164276473000
711,2021-02-23T11:32:34.558Z,122048065000,Route National 7  Manouba,COTUPHA,,0000379 K/P/M 000,188550,,164276473000
712,2021-03-01T15:03:07.507Z,1568290586000,5 RUE DES ENTREPRENEURS CHARGUIA TUNIS,COGEPHA,,0040624A/P/M/000,189500,,164276473000
713,2020-10-16T14:03:12.048Z,-1152597577000,"Rue Mohamed Eddorra 8062 Nabeul, Tunisie",Cabdephar para,,1495767 Y/A/M 000,188900,,164276473000
714,2021-03-03T20:27:31.739Z,1840849096000,17 rue abou hayen Ettaouihidi El Manzeh 4- 1004 Tunis,karray produits pharmaceutiques,,0995689 B/A/M 000,189250,,164276473000
715,2020-05-19T21:28:45.599Z,1400029780000,Rue de la Teinturerie Z.I.Sidi Rezig Megrine,Propha Sud,,522478P/P/M/000,190300,,164276473000
716,2020-10-01T15:01:22.422Z,38058271000,AV.Farhat Hached GABES,Kipropha,,649492 K P M 000,189750,,164276473000
717,2020-05-19T21:28:35.365Z,136522309000,"Avenue Majida Boulila, SFAX JADIDA 3027",SOPROPHA SFAX,,004018D/P/M 000,189950,,164276473000
718,2020-11-16T16:03:14.669Z,1066369071000,"Route Menzel Chaker,Sfax 3002",AvenirPharma,,1232662/F/P/M 000,189650,,164276473000
719,2020-05-19T21:28:46.099Z,1412711657000,Route Menzel Chaker km 1.5 3042 Sfax,PROD PHARMA,,1384284 R/M 0000,188100,,164276473000
720,2021-04-26T14:48:47.943Z,132376320000,Sousse 42 Rue 18 Janvier 1952,SOTUPHA,,23346Z,188500,,164276473000
721,2021-02-23T10:23:48.726Z,1744162956000,66 Rue Victor Hugo SOUSSE,Medica Center,,020121 V/P/M 000,189350,,164276473000
722,2021-02-23T11:34:44.446Z,251012358000,7 Rue El Aghaliba le Bardo 2000,MEDIGROS,,1350558 Q/P/M 000,189050,,164276473000
723,2021-02-23T11:32:34.558Z,122048065000,Route National 7  Manouba,COTUPHA,,0000379 K/P/M 000,188550,,164276473000
724,2020-10-16T11:55:57.800Z,1789596924000,"Avenue El Farabi, Dar Chaabane El Fehri, Nabeul",Galien,,1282400 L/A/M 000,190250,,164276473000
725,2020-05-19T21:28:41.110Z,-1559275575000,Route de Khenis Zone Industrielle,Ruspina Pharma,,1335358 V/P/M 000,189000,,164276473000
726,2020-05-19T21:28:37.291Z,1999346856000,Zone Industrielle Messadine ,SGRD,,0764441 T/A/M000,189300,,164276473000
727,2020-05-19T21:28:40Z,640183404000,"Route Gremda Km 4, Sfax3062",OMNIPARA,,1297689/X/A/M000,188700,,164276473000
728,2020-05-19T21:28:36.502Z,-1435038581000,Rue de l'environnement 3005 Kairouan,Medika Kairouan,,022440/R/P/M000,189900,,164276473000
729,2020-10-16T11:16:32.559Z,-1136420608000,Rue De Theatre CitÃ© A Lido 8075 Dar Chaabane Fehri-Nabeul,COPHADIS,,1487744 T/P/M 000,190450,,164276473000
730,2020-05-19T21:28:38.349Z,-1270355449000,Zone Industrielle Monastir 5000,Tunisie Medicaments,,1314202 J/P/M 000,188450,,164276473000
731,2020-05-19T21:28:38.349Z,-1270355449000,Zone Industrielle Monastir 5000,Tunisie Medicaments,,1314202 J/P/M 000,188450,,164276473000
732,2021-02-23T11:32:34.558Z,122048065000,Route National 7  Manouba,COTUPHA,,0000379 K/P/M 000,188550,,164276473000
733,2020-05-19T21:28:41.616Z,470735211000,"Avenue Khalifa Karoui, 4005 sousse",Avicenne,,816959 J/A/M 000,190200,,164276473000
734,2021-03-01T15:03:07.507Z,1568290586000,5 RUE DES ENTREPRENEURS CHARGUIA TUNIS,COGEPHA,,0040624A/P/M/000,189500,,164276473000
735,2020-10-16T14:03:12.048Z,-1152597577000,"Rue Mohamed Eddorra 8062 Nabeul, Tunisie",Cabdephar para,,1495767 Y/A/M 000,188900,,164276473000
736,2020-05-19T21:28:42.937Z,2046904892000,Safia Farhat Sahloul 4054,SM PHARMA,,1617566 T/P/M 000,188750,,164276473000
737,2020-05-19T21:28:39.442Z,-974929565000,Rue de baghdad Msaken,CM3P,,1358957M/M/P 000,189700,,164276473000
738,2021-06-14T08:00:33.145Z,103995783000,"001, du Fer Z I , Sidi Daoued 2046",DISTRI-MED PARA,,1706708L/B/M000,189200,,164276473000
739,2020-05-19T21:28:46.099Z,1412711657000,Route Menzel Chaker km 1.5 3042 Sfax,PROD PHARMA,,1384284 R/M 0000,188100,,164276473000
740,2020-11-16T16:03:14.669Z,1066369071000,"Route Menzel Chaker,Sfax 3002",AvenirPharma,,1232662/F/P/M 000,189650,,164276473000
741,2021-02-23T11:32:34.558Z,122048065000,Route National 7  Manouba,COTUPHA,,0000379 K/P/M 000,188550,,164276473000
742,2020-05-19T21:28:40Z,640183404000,"Route Gremda Km 4, Sfax3062",OMNIPARA,,1297689/X/A/M000,188700,,164276473000
743,2020-10-01T15:01:22.422Z,38058271000,AV.Farhat Hached GABES,Kipropha,,649492 K P M 000,189750,,164276473000
744,2020-05-19T21:28:36.502Z,-1435038581000,Rue de l'environnement 3005 Kairouan,Medika Kairouan,,022440/R/P/M000,189900,,164276473000
745,2020-10-16T11:55:57.800Z,1789596924000,"Avenue El Farabi, Dar Chaabane El Fehri, Nabeul",Galien,,1282400 L/A/M 000,190250,,164276473000
